Event_ID,Transport_ID,Vehicle_Type,Route_Type,Status,Estimated_Transit_Days,Event_Type,Event_Date
TRN-04205,ZONE-1::RACK-9::295::GJ20X8820::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04206,ZONE-2::RACK-5::384::GJ01X2097::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04207,ZONE-1::RACK-9::295::GJ22X1394::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04208,ZONE-3::RACK-1::854::GJ06X6051::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04209,ZONE-4::RACK-2::795::GJ08X4506::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04210,ZONE-4::RACK-3::795::GJ15X4430::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04211,ZONE-1::RACK-9::789::GJ24X3685::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04212,ZONE-4::RACK-3::185::GJ16X5496::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04213,ZONE-3::RACK-1::854::GJ10X4612::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-04214,ZONE-3::RACK-1::854::GJ01X9269::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04215,ZONE-3::RACK-1::854::GJ17X7384::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04216,ZONE-4::RACK-3::434::GJ20X7043::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04217,ZONE-2::RACK-5::384::GJ02X4245::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04218,ZONE-1::RACK-10::789::GJ18X2499::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04219,ZONE-4::RACK-4::434::GJ23X1698::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04220,ZONE-4::RACK-4::795::GJ12X3425::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04221,ZONE-1::RACK-10::789::GJ30X2371::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04222,ZONE-1::RACK-10::295::GJ26X4353::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04223,ZONE-3::RACK-2::854::GJ13X2230::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04224,ZONE-4::RACK-4::185::GJ13X8172::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04225,ZONE-4::RACK-4::434::GJ13X7840::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04226,ZONE-1::RACK-10::789::GJ09X3787::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04227,ZONE-4::RACK-4::434::GJ12X5328::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04228,ZONE-1::RACK-10::295::GJ07X3648::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04229,ZONE-4::RACK-5::185::GJ08X3513::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04230,ZONE-2::RACK-5::384::GJ14X9412::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04231,ZONE-4::RACK-5::795::GJ30X6985::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04232,ZONE-4::RACK-5::434::GJ11X1934::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04233,ZONE-4::RACK-6::185::GJ28X8907::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04234,ZONE-4::RACK-6::795::GJ29X6793::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04235,ZONE-4::RACK-6::795::GJ05X6194::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-04236,ZONE-4::RACK-6::795::GJ24X6673::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04237,ZONE-4::RACK-6::795::GJ05X5328::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04238,ZONE-1::RACK-1::789::GJ13X6948::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04239,ZONE-4::RACK-7::285::GJ22X7532::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04240,ZONE-1::RACK-1::295::GJ29X6133::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04241,ZONE-4::RACK-7::434::GJ13X9573::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04242,ZONE-2::RACK-5::384::GJ15X2258::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04243,ZONE-1::RACK-1::295::GJ14X5369::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04244,ZONE-4::RACK-7::185::GJ30X4177::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04245,ZONE-4::RACK-7::795::GJ26X3703::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04246,ZONE-3::RACK-3::854::GJ27X7102::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04247,ZONE-4::RACK-8::795::GJ05X6015::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04248,ZONE-1::RACK-1::789::GJ01X1573::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04249,ZONE-4::RACK-8::185::GJ16X7961::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04250,ZONE-1::RACK-2::789::GJ25X9719::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04251,ZONE-4::RACK-8::795::GJ05X6667::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04252,ZONE-4::RACK-8::434::GJ30X4471::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04253,ZONE-2::RACK-6::384::GJ14X8889::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04254,ZONE-2::RACK-6::384::GJ17X8304::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04255,ZONE-1::RACK-2::295::GJ16X7539::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04256,ZONE-4::RACK-9::285::GJ10X5561::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04257,ZONE-4::RACK-9::434::GJ26X7609::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04258,ZONE-4::RACK-9::434::GJ08X2500::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04259,ZONE-1::RACK-2::789::GJ28X9107::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-04260,ZONE-4::RACK-10::185::GJ27X9363::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04261,ZONE-4::RACK-10::434::GJ04X1613::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04262,ZONE-4::RACK-10::434::GJ03X5022::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04263,ZONE-4::RACK-10::285::GJ25X8456::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04264,ZONE-4::RACK-1::434::GJ06X9142::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04265,ZONE-1::RACK-2::789::GJ22X5898::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04266,ZONE-1::RACK-3::789::GJ18X6865::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04267,ZONE-2::RACK-6::384::GJ03X4067::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04268,ZONE-4::RACK-1::285::GJ29X3199::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04269,ZONE-4::RACK-1::795::GJ12X1758::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04270,ZONE-2::RACK-6::384::GJ27X4732::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04271,ZONE-4::RACK-1::185::GJ27X1769::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04272,ZONE-2::RACK-7::384::GJ05X2776::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04273,ZONE-1::RACK-3::295::GJ21X4763::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-04274,ZONE-2::RACK-7::384::GJ24X6892::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04275,ZONE-4::RACK-2::434::GJ18X9809::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04276,ZONE-1::RACK-3::295::GJ13X1303::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04277,ZONE-1::RACK-3::789::GJ28X6836::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04278,ZONE-1::RACK-3::789::GJ17X3593::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04279,ZONE-4::RACK-3::185::GJ15X5149::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04280,ZONE-4::RACK-3::795::GJ08X8689::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04281,ZONE-3::RACK-3::854::GJ17X5492::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-04282,ZONE-4::RACK-3::285::GJ09X8395::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04283,ZONE-1::RACK-4::295::GJ16X6108::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04284,ZONE-4::RACK-3::285::GJ15X2279::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04285,ZONE-4::RACK-3::795::GJ30X3926::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04286,ZONE-1::RACK-4::295::GJ27X6555::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04287,ZONE-4::RACK-4::434::GJ08X1229::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04288,ZONE-4::RACK-4::795::GJ24X1949::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04289,ZONE-4::RACK-4::795::GJ28X7060::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04290,ZONE-3::RACK-3::854::GJ15X1880::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04291,ZONE-2::RACK-7::384::GJ04X2060::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04292,ZONE-1::RACK-4::295::GJ11X5333::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04293,ZONE-4::RACK-4::795::GJ12X6087::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04294,ZONE-1::RACK-4::295::GJ04X5804::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04295,ZONE-2::RACK-8::384::GJ28X7704::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-04296,ZONE-3::RACK-4::854::GJ14X3279::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04297,ZONE-4::RACK-5::185::GJ06X8468::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04298,ZONE-1::RACK-4::789::GJ23X1668::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04299,ZONE-2::RACK-8::384::GJ30X9209::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04300,ZONE-4::RACK-5::285::GJ26X5488::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04301,ZONE-4::RACK-5::285::GJ17X1851::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04302,ZONE-2::RACK-8::384::GJ15X2791::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04303,ZONE-1::RACK-5::789::GJ22X4867::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04304,ZONE-3::RACK-4::854::GJ10X3428::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04305,ZONE-4::RACK-6::185::GJ06X2813::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-04306,ZONE-4::RACK-6::285::GJ23X1598::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04307,ZONE-1::RACK-5::295::GJ30X6638::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04308,ZONE-4::RACK-6::434::GJ23X2866::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04309,ZONE-3::RACK-4::854::GJ25X3449::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04310,ZONE-4::RACK-7::434::GJ27X3348::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04311,ZONE-4::RACK-7::285::GJ24X8239::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04312,ZONE-3::RACK-5::854::GJ07X6453::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04313,ZONE-4::RACK-7::185::GJ06X5907::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04314,ZONE-4::RACK-7::434::GJ25X9157::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04315,ZONE-4::RACK-8::185::GJ27X9811::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04316,ZONE-4::RACK-8::285::GJ29X9603::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04317,ZONE-4::RACK-8::795::GJ17X4217::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04318,ZONE-2::RACK-8::384::GJ01X5402::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04319,ZONE-1::RACK-5::789::GJ09X4010::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04320,ZONE-2::RACK-9::384::GJ04X2061::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04321,ZONE-2::RACK-9::384::GJ15X4723::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-04322,ZONE-4::RACK-8::795::GJ03X7424::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04323,ZONE-4::RACK-9::185::GJ23X8514::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04324,ZONE-4::RACK-10::285::GJ07X1011::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04325,ZONE-4::RACK-10::434::GJ11X9080::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04326,ZONE-1::RACK-6::295::GJ12X2891::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04327,ZONE-4::RACK-10::795::GJ04X2021::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04328,ZONE-4::RACK-10::285::GJ05X5064::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04329,ZONE-3::RACK-5::854::GJ27X7409::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04330,ZONE-1::RACK-6::789::GJ23X8925::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04331,ZONE-4::RACK-1::434::GJ01X2039::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04332,ZONE-3::RACK-5::854::GJ28X5690::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04333,ZONE-4::RACK-1::795::GJ23X5185::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04334,ZONE-1::RACK-6::789::GJ21X8382::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04335,ZONE-4::RACK-2::795::GJ27X2754::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04336,ZONE-1::RACK-6::789::GJ23X5465::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04337,ZONE-4::RACK-2::285::GJ09X7005::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-04338,ZONE-4::RACK-2::795::GJ23X7398::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04339,ZONE-4::RACK-2::795::GJ21X7971::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04340,ZONE-4::RACK-2::285::GJ30X6044::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04341,ZONE-4::RACK-3::795::GJ03X5014::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-04342,ZONE-4::RACK-3::795::GJ19X5713::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04343,ZONE-4::RACK-3::285::GJ04X6241::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04344,ZONE-1::RACK-7::295::GJ17X8039::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04345,ZONE-1::RACK-7::789::GJ14X1053::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04346,ZONE-1::RACK-7::789::GJ03X3136::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04347,ZONE-4::RACK-3::434::GJ14X7289::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04348,ZONE-1::RACK-7::789::GJ01X7726::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04349,ZONE-4::RACK-4::434::GJ01X4053::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04350,ZONE-1::RACK-8::789::GJ20X8820::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04351,ZONE-3::RACK-6::854::GJ01X2097::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04352,ZONE-4::RACK-4::434::GJ22X1394::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04353,ZONE-1::RACK-8::295::GJ24X9408::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04354,ZONE-3::RACK-6::854::GJ06X6051::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04355,ZONE-3::RACK-6::854::GJ08X4506::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04356,ZONE-4::RACK-4::185::GJ15X4430::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04357,ZONE-4::RACK-4::285::GJ24X3685::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04358,ZONE-4::RACK-5::795::GJ07X8970::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04359,ZONE-3::RACK-6::854::GJ01X9269::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04360,ZONE-4::RACK-5::795::GJ17X7384::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04361,ZONE-4::RACK-5::795::GJ20X7043::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04362,ZONE-4::RACK-5::795::GJ21X5017::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04363,ZONE-1::RACK-8::789::GJ02X4245::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04364,ZONE-1::RACK-8::295::GJ18X2499::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04365,ZONE-4::RACK-6::285::GJ23X1698::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04366,ZONE-1::RACK-9::789::GJ12X3425::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04367,ZONE-2::RACK-9::384::GJ10X3256::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04368,ZONE-3::RACK-7::854::GJ05X8172::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04369,ZONE-4::RACK-6::285::GJ27X4558::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04370,ZONE-1::RACK-9::295::GJ26X4353::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04371,ZONE-1::RACK-9::295::GJ13X2230::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04372,ZONE-4::RACK-6::795::GJ13X8172::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04373,ZONE-4::RACK-6::434::GJ13X7840::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04374,ZONE-4::RACK-6::434::GJ09X3787::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04375,ZONE-4::RACK-7::434::GJ12X5328::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04376,ZONE-4::RACK-7::795::GJ07X3648::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04377,ZONE-4::RACK-7::434::GJ14X9412::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-04378,ZONE-4::RACK-7::185::GJ11X2202::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04379,ZONE-4::RACK-7::434::GJ19X6467::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04380,ZONE-1::RACK-10::789::GJ30X6985::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04381,ZONE-2::RACK-10::384::GJ11X1934::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04382,ZONE-4::RACK-8::185::GJ29X6793::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04383,ZONE-4::RACK-8::185::GJ11X8049::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04384,ZONE-4::RACK-8::795::GJ24X6673::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04385,ZONE-1::RACK-10::295::GJ05X5328::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04386,ZONE-2::RACK-10::384::GJ13X6948::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04387,ZONE-4::RACK-8::185::GJ14X8855::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04388,ZONE-4::RACK-9::185::GJ13X9573::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04389,ZONE-2::RACK-10::384::GJ11X9382::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04390,ZONE-1::RACK-10::789::GJ15X2258::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04391,ZONE-4::RACK-9::434::GJ30X4177::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04392,ZONE-4::RACK-9::185::GJ26X3703::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04393,ZONE-4::RACK-9::434::GJ27X7102::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04394,ZONE-1::RACK-1::295::GJ15X4384::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04395,ZONE-4::RACK-10::795::GJ21X7008::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-04396,ZONE-2::RACK-10::384::GJ05X6015::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-04397,ZONE-4::RACK-10::434::GJ16X7961::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04398,ZONE-1::RACK-1::789::GJ05X6667::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04399,ZONE-1::RACK-1::295::GJ30X4471::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-04400,ZONE-1::RACK-1::295::GJ06X9871::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04401,ZONE-1::RACK-2::295::GJ14X8889::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04402,ZONE-4::RACK-10::285::GJ17X8304::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04403,ZONE-4::RACK-10::434::GJ16X7539::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04404,ZONE-4::RACK-10::185::GJ10X5561::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04405,ZONE-4::RACK-1::795::GJ17X2836::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-04406,ZONE-4::RACK-1::795::GJ26X7609::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-04407,ZONE-1::RACK-2::295::GJ08X2500::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04408,ZONE-1::RACK-2::295::GJ28X9107::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04409,ZONE-4::RACK-1::434::GJ11X4850::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04410,ZONE-2::RACK-1::384::GJ27X9363::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-04411,ZONE-4::RACK-1::795::GJ04X1613::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-04412,ZONE-1::RACK-2::295::GJ16X5358::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-04413,ZONE-3::RACK-7::854::GJ03X5022::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04414,ZONE-4::RACK-1::185::GJ25X8456::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-04415,ZONE-3::RACK-7::854::GJ06X9142::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-04416,ZONE-4::RACK-2::434::GJ15X3465::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-04417,ZONE-4::RACK-2::434::GJ22X5898::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
