Event_ID,Assignment_ID,Product_ID,Transport_ID,Dispatch_Window,Delivery_Window,Urgent_Flag,Event_Type,Event_Date
ASN-03461,ZONE-4::RACK-1::285::GJ25X5218,VIT-5026-B59-285,ZONE-4::RACK-7::285::GJ25X5218::General,2025-07-03,2025-07-05,0,Assigned,2025-06-24 14:19:16.863742
ASN-03462,ZONE-2::RACK-5::384::GJ21X8382,IMM-5027-B61-384,ZONE-2::RACK-4::384::GJ21X8382::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-03463,ZONE-4::RACK-1::795::GJ23X5793,DEW-5028-B84-795,ZONE-4::RACK-10::795::GJ23X5793::General,2025-07-03,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-03464,ZONE-2::RACK-5::384::GJ14X1053,IMM-5030-B11-384,ZONE-2::RACK-3::384::GJ14X1053::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-03465,ZONE-4::RACK-1::795::GJ03X7424,DEW-5031-B13-795,ZONE-4::RACK-7::795::GJ03X7424::General,2025-07-05,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-03466,ZONE-4::RACK-2::434::GJ17X8304,SUP-5032-B21-434,ZONE-4::RACK-3::434::GJ17X8304::General,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-03467,ZONE-4::RACK-2::285::GJ05X2776,VIT-5035-B95-285,ZONE-4::RACK-5::285::GJ05X2776::General,2025-07-03,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-03468,ZONE-4::RACK-2::185::GJ27X9811,DIG-5036-B94-185,ZONE-4::RACK-1::185::GJ27X9811::General,2025-07-03,2025-07-07,0,Assigned,2025-06-24 14:19:16.863742
ASN-03469,ZONE-4::RACK-3::185::GJ06X1200,DIG-5038-B93-185,ZONE-4::RACK-4::185::GJ06X1200::General,2025-07-05,2025-07-08,0,Assigned,2025-06-29 14:19:16.863742
ASN-03470,ZONE-4::RACK-3::434::GJ17X5492,SUP-5039-B20-434,ZONE-4::RACK-4::434::GJ17X5492::General,2025-07-05,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-03471,ZONE-4::RACK-3::434::GJ11X4850,SUP-5041-B86-434,ZONE-4::RACK-1::434::GJ11X4850::General,2025-07-04,2025-07-08,0,Assigned,2025-06-28 14:19:16.863742
ASN-03472,ZONE-1::RACK-3::295::GJ05X5328,ANT-5042-B59-295,ZONE-1::RACK-6::295::GJ05X5328::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03473,ZONE-3::RACK-9::854::GJ07X8970,TOP-5043-B36-854,ZONE-3::RACK-2::854::GJ07X8970::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03474,ZONE-4::RACK-4::185::GJ23X8925,DIG-5044-B65-185,ZONE-4::RACK-4::185::GJ23X8925::General,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-03475,ZONE-4::RACK-4::285::GJ13X1303,VIT-5045-B34-285,ZONE-4::RACK-7::285::GJ13X1303::General,2025-07-04,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-03476,ZONE-1::RACK-4::295::GJ21X7971,ANT-5048-B95-295,ZONE-1::RACK-3::295::GJ21X7971::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-03477,ZONE-3::RACK-9::854::GJ18X3994,TOP-5050-B59-854,ZONE-3::RACK-7::854::GJ18X3994::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-03478,ZONE-4::RACK-4::285::GJ03X9079,VIT-5051-B54-285,ZONE-4::RACK-2::285::GJ03X9079::General,2025-07-04,2025-07-08,1,Assigned,2025-07-01 14:19:16.863742
ASN-03479,ZONE-2::RACK-5::384::GJ12X3425,IMM-5052-B48-384,ZONE-2::RACK-7::384::GJ12X3425::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-26 14:19:16.863742
ASN-03480,ZONE-4::RACK-4::285::GJ26X3703,VIT-5053-B68-285,ZONE-4::RACK-1::285::GJ26X3703::General,2025-07-03,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-03481,ZONE-2::RACK-5::384::GJ12X6087,IMM-5056-B36-384,ZONE-2::RACK-5::384::GJ12X6087::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-03482,ZONE-2::RACK-6::384::GJ11X2202,IMM-5057-B13-384,ZONE-2::RACK-9::384::GJ11X2202::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-30 14:19:16.863742
ASN-03483,ZONE-4::RACK-5::285::GJ14X1053,VIT-5059-B81-285,ZONE-4::RACK-4::285::GJ14X1053::General,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-03484,ZONE-4::RACK-5::185::GJ09X3787,DIG-5060-B57-185,ZONE-4::RACK-5::185::GJ09X3787::General,2025-07-05,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-03485,ZONE-1::RACK-4::789::GJ30X3926,ANT-5061-B33-789,ZONE-1::RACK-6::789::GJ30X3926::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-03486,ZONE-4::RACK-5::795::GJ21X9440,DEW-5062-B17-795,ZONE-4::RACK-5::795::GJ21X9440::General,2025-07-04,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-03487,ZONE-4::RACK-6::795::GJ15X6806,DEW-5063-B89-795,ZONE-4::RACK-10::795::GJ15X6806::General,2025-07-03,2025-07-05,1,Assigned,2025-06-24 14:19:16.863742
ASN-03488,ZONE-4::RACK-6::795::GJ09X4010,DEW-5064-B23-795,ZONE-4::RACK-10::795::GJ09X4010::General,2025-07-04,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-03489,ZONE-4::RACK-6::185::GJ22X4867,DIG-5065-B60-185,ZONE-4::RACK-7::185::GJ22X4867::General,2025-07-05,2025-07-07,0,Assigned,2025-06-29 14:19:16.863742
ASN-03490,ZONE-4::RACK-6::185::GJ14X1053,DIG-5067-B24-185,ZONE-4::RACK-1::185::GJ14X1053::General,2025-07-04,2025-07-06,0,Assigned,2025-06-26 14:19:16.863742
ASN-03491,ZONE-4::RACK-7::285::GJ06X2813,VIT-5068-B89-285,ZONE-4::RACK-8::285::GJ06X2813::General,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-03492,ZONE-4::RACK-7::285::GJ02X6383,VIT-5070-B41-285,ZONE-4::RACK-7::285::GJ02X6383::General,2025-07-04,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-03493,ZONE-4::RACK-7::795::GJ26X7609,DEW-5071-B59-795,ZONE-4::RACK-1::795::GJ26X7609::General,2025-07-03,2025-07-07,0,Assigned,2025-06-30 14:19:16.863742
ASN-03494,ZONE-1::RACK-5::295::GJ20X7043,ANT-5072-B50-295,ZONE-1::RACK-1::295::GJ20X7043::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-03495,ZONE-4::RACK-7::285::GJ01X1085,VIT-5073-B56-285,ZONE-4::RACK-8::285::GJ01X1085::General,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03496,ZONE-1::RACK-5::295::GJ05X6194,ANT-5074-B23-295,ZONE-1::RACK-3::295::GJ05X6194::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-03497,ZONE-3::RACK-9::854::GJ03X5014,TOP-5075-B43-854,ZONE-3::RACK-9::854::GJ03X5014::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-03498,ZONE-4::RACK-7::434::GJ14X5369,SUP-5076-B27-434,ZONE-4::RACK-7::434::GJ14X5369::General,2025-07-04,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-03499,ZONE-1::RACK-5::789::GJ17X1851,ANT-5077-B61-789,ZONE-1::RACK-4::789::GJ17X1851::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-03500,ZONE-4::RACK-8::285::GJ15X3297,VIT-5078-B37-285,ZONE-4::RACK-9::285::GJ15X3297::General,2025-07-04,2025-07-06,0,Assigned,2025-06-29 14:19:16.863742
ASN-03501,ZONE-1::RACK-5::789::GJ29X6793,ANT-5080-B39-789,ZONE-1::RACK-2::789::GJ29X6793::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-03502,ZONE-1::RACK-6::295::GJ27X8741,ANT-5081-B36-295,ZONE-1::RACK-1::295::GJ27X8741::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-03503,ZONE-2::RACK-6::384::GJ28X8907,IMM-5082-B66-384,ZONE-2::RACK-2::384::GJ28X8907::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-28 14:19:16.863742
ASN-03504,ZONE-3::RACK-9::854::GJ11X9382,TOP-5083-B37-854,ZONE-3::RACK-1::854::GJ11X9382::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-03505,ZONE-4::RACK-8::285::GJ15X2279,VIT-5084-B53-285,ZONE-4::RACK-3::285::GJ15X2279::General,2025-07-04,2025-07-06,0,Assigned,2025-06-25 14:19:16.863742
ASN-03506,ZONE-4::RACK-8::795::GJ27X9363,DEW-5085-B58-795,ZONE-4::RACK-2::795::GJ27X9363::General,2025-07-05,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-03507,ZONE-4::RACK-8::185::GJ16X7539,DIG-5087-B85-185,ZONE-4::RACK-3::185::GJ16X7539::General,2025-07-05,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-03508,ZONE-2::RACK-6::384::GJ27X9811,IMM-5088-B99-384,ZONE-2::RACK-6::384::GJ27X9811::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-03509,ZONE-4::RACK-9::185::GJ11X9080,DIG-5089-B47-185,ZONE-4::RACK-10::185::GJ11X9080::General,2025-07-04,2025-07-08,0,Assigned,2025-06-23 14:19:16.863742
ASN-03510,ZONE-4::RACK-9::434::GJ28X5690,SUP-5091-B22-434,ZONE-4::RACK-1::434::GJ28X5690::General,2025-07-04,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-03511,ZONE-1::RACK-6::295::GJ12X3425,ANT-5092-B79-295,ZONE-1::RACK-4::295::GJ12X3425::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03512,ZONE-1::RACK-6::295::GJ12X2891,ANT-5093-B51-295,ZONE-1::RACK-7::295::GJ12X2891::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-03513,ZONE-4::RACK-9::434::GJ06X9871,SUP-5096-B51-434,ZONE-4::RACK-9::434::GJ06X9871::General,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-03514,ZONE-3::RACK-10::854::GJ23X2866,TOP-5097-B80-854,ZONE-3::RACK-3::854::GJ23X2866::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-03515,ZONE-1::RACK-6::789::GJ18X2499,ANT-5098-B49-789,ZONE-1::RACK-10::789::GJ18X2499::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-29 14:19:16.863742
ASN-03516,ZONE-4::RACK-9::434::GJ11X2202,SUP-5099-B64-434,ZONE-4::RACK-6::434::GJ11X2202::General,2025-07-03,2025-07-07,0,Assigned,2025-06-25 14:19:16.863742
ASN-03517,ZONE-1::RACK-7::295::GJ21X7008,ANT-5101-B65-295,ZONE-1::RACK-4::295::GJ21X7008::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-03518,ZONE-1::RACK-7::789::GJ26X5488,ANT-5102-B71-789,ZONE-1::RACK-6::789::GJ26X5488::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-03519,ZONE-4::RACK-10::285::GJ19X5713,VIT-5104-B35-285,ZONE-4::RACK-1::285::GJ19X5713::General,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-03520,ZONE-1::RACK-7::789::GJ18X6865,ANT-5105-B30-789,ZONE-1::RACK-7::789::GJ18X6865::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-26 14:19:16.863742
ASN-03521,ZONE-4::RACK-10::795::GJ19X5382,DEW-5108-B89-795,ZONE-4::RACK-3::795::GJ19X5382::General,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03522,ZONE-1::RACK-7::789::GJ05X2776,ANT-5109-B61-789,ZONE-1::RACK-9::789::GJ05X2776::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03523,ZONE-4::RACK-10::285::GJ11X2202,VIT-5110-B31-285,ZONE-4::RACK-10::285::GJ11X2202::General,2025-07-04,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03524,ZONE-2::RACK-6::384::GJ12X3425,IMM-5111-B89-384,ZONE-2::RACK-7::384::GJ12X3425::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-03525,ZONE-4::RACK-10::185::GJ29X3199,DIG-5112-B60-185,ZONE-4::RACK-3::185::GJ29X3199::General,2025-07-05,2025-07-08,0,Assigned,2025-06-29 14:19:16.863742
ASN-03526,ZONE-4::RACK-1::795::GJ05X6015,DEW-5113-B37-795,ZONE-4::RACK-1::795::GJ05X6015::General,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-03527,ZONE-4::RACK-1::795::GJ08X8689,DEW-5114-B98-795,ZONE-4::RACK-4::795::GJ08X8689::General,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03528,ZONE-1::RACK-8::295::GJ23X5793,ANT-5115-B62-295,ZONE-1::RACK-3::295::GJ23X5793::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-03529,ZONE-1::RACK-8::789::GJ10X2304,ANT-5116-B69-789,ZONE-1::RACK-8::789::GJ10X2304::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-03530,ZONE-4::RACK-1::434::GJ05X6667,SUP-5117-B92-434,ZONE-4::RACK-1::434::GJ05X6667::General,2025-07-04,2025-07-06,0,Assigned,2025-06-26 14:19:16.863742
ASN-03531,ZONE-4::RACK-1::185::GJ06X1200,DIG-5118-B84-185,ZONE-4::RACK-4::185::GJ06X1200::General,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03532,ZONE-1::RACK-8::295::GJ10X5398,ANT-5119-B62-295,ZONE-1::RACK-6::295::GJ10X5398::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-03533,ZONE-3::RACK-10::854::GJ16X7539,TOP-5120-B21-854,ZONE-3::RACK-10::854::GJ16X7539::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-03534,ZONE-4::RACK-1::434::GJ29X3199,SUP-5122-B29-434,ZONE-4::RACK-4::434::GJ29X3199::General,2025-07-05,2025-07-09,0,Assigned,2025-06-24 14:19:16.863742
ASN-03535,ZONE-4::RACK-2::795::GJ03X9079,DEW-5123-B64-795,ZONE-4::RACK-7::795::GJ03X9079::General,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-03536,ZONE-4::RACK-2::795::GJ11X8049,DEW-5124-B34-795,ZONE-4::RACK-1::795::GJ11X8049::General,2025-07-05,2025-07-07,0,Assigned,2025-06-27 14:19:16.863742
ASN-03537,ZONE-4::RACK-2::434::GJ04X5804,SUP-5125-B11-434,ZONE-4::RACK-4::434::GJ04X5804::General,2025-07-05,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-03538,ZONE-1::RACK-8::789::GJ26X3703,ANT-5126-B63-789,ZONE-1::RACK-2::789::GJ26X3703::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-26 14:19:16.863742
ASN-03539,ZONE-4::RACK-2::434::GJ07X1921,SUP-5127-B17-434,ZONE-4::RACK-8::434::GJ07X1921::General,2025-07-03,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-03540,ZONE-4::RACK-2::185::GJ08X8689,DIG-5128-B88-185,ZONE-4::RACK-5::185::GJ08X8689::General,2025-07-03,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-03541,ZONE-4::RACK-3::185::GJ15X2279,DIG-5129-B22-185,ZONE-4::RACK-10::185::GJ15X2279::General,2025-07-03,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-03542,ZONE-1::RACK-8::295::GJ24X6892,ANT-5130-B40-295,ZONE-1::RACK-5::295::GJ24X6892::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-03543,ZONE-3::RACK-10::854::GJ18X2499,TOP-5131-B30-854,ZONE-3::RACK-7::854::GJ18X2499::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-03544,ZONE-1::RACK-9::295::GJ25X5218,ANT-5132-B51-295,ZONE-1::RACK-7::295::GJ25X5218::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-03545,ZONE-4::RACK-3::795::GJ12X5328,DEW-5133-B46-795,ZONE-4::RACK-4::795::GJ12X5328::General,2025-07-05,2025-07-09,0,Assigned,2025-06-28 14:19:16.863742
ASN-03546,ZONE-2::RACK-7::384::GJ07X1921,IMM-5135-B97-384,ZONE-2::RACK-7::384::GJ07X1921::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-03547,ZONE-4::RACK-3::285::GJ26X4353,VIT-5136-B70-285,ZONE-4::RACK-3::285::GJ26X4353::General,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-03548,ZONE-1::RACK-9::789::GJ11X9180,ANT-5137-B90-789,ZONE-1::RACK-5::789::GJ11X9180::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-03549,ZONE-2::RACK-7::384::GJ21X7008,IMM-5139-B96-384,ZONE-2::RACK-2::384::GJ21X7008::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-24 14:19:16.863742
ASN-03550,ZONE-2::RACK-7::384::GJ17X7384,IMM-5140-B92-384,ZONE-1::RACK-6::789::GJ17X7384::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03551,ZONE-2::RACK-7::384::GJ25X9719,IMM-5141-B11-384,ZONE-2::RACK-7::384::GJ25X9719::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-03552,ZONE-4::RACK-3::434::GJ16X6108,SUP-5142-B90-434,ZONE-4::RACK-5::434::GJ16X6108::General,2025-07-03,2025-07-07,0,Assigned,2025-06-24 14:19:16.863742
ASN-03553,ZONE-1::RACK-9::789::GJ15X3465,ANT-5143-B41-789,ZONE-1::RACK-8::789::GJ15X3465::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03554,ZONE-4::RACK-4::285::GJ24X1949,VIT-5144-B52-285,ZONE-4::RACK-6::285::GJ24X1949::General,2025-07-03,2025-07-07,0,Assigned,2025-06-27 14:19:16.863742
ASN-03555,ZONE-4::RACK-4::434::GJ30X6985,SUP-5147-B96-434,ZONE-4::RACK-7::434::GJ30X6985::General,2025-07-05,2025-07-09,0,Assigned,2025-06-29 14:19:16.863742
ASN-03556,ZONE-4::RACK-4::185::GJ27X9363,DIG-5148-B53-185,ZONE-4::RACK-3::185::GJ27X9363::General,2025-07-03,2025-07-05,0,Assigned,2025-06-28 14:19:16.863742
ASN-03557,ZONE-4::RACK-5::185::GJ22X1394,DIG-5150-B60-185,ZONE-4::RACK-5::185::GJ22X1394::General,2025-07-03,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-03558,ZONE-4::RACK-5::185::GJ13X1303,DIG-5151-B69-185,ZONE-4::RACK-4::185::GJ13X1303::General,2025-07-03,2025-07-05,0,Assigned,2025-06-30 14:19:16.863742
ASN-03559,ZONE-4::RACK-5::285::GJ16X5496,VIT-5152-B49-285,ZONE-4::RACK-8::285::GJ16X5496::General,2025-07-05,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03560,ZONE-4::RACK-5::795::GJ15X2791,DEW-5154-B49-795,ZONE-4::RACK-8::795::GJ15X2791::General,2025-07-05,2025-07-09,1,Assigned,2025-06-30 14:19:16.863742
ASN-03561,ZONE-2::RACK-8::384::GJ11X9382,IMM-5155-B69-384,ZONE-2::RACK-2::384::GJ11X9382::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-03562,ZONE-4::RACK-5::285::GJ08X3513,VIT-5157-B73-285,ZONE-4::RACK-3::285::GJ08X3513::General,2025-07-03,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-03563,ZONE-3::RACK-1::854::GJ24X6673,TOP-5159-B90-854,ZONE-3::RACK-1::854::GJ24X6673::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03564,ZONE-1::RACK-10::295::GJ01X2097,ANT-5162-B34-295,ZONE-1::RACK-4::295::GJ01X2097::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-07-01 14:19:16.863742
ASN-03565,ZONE-1::RACK-10::789::GJ17X8039,ANT-5163-B96-789,ZONE-1::RACK-9::789::GJ17X8039::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-25 14:19:16.863742
ASN-03566,ZONE-1::RACK-1::295::GJ11X5333,ANT-5164-B48-295,ZONE-1::RACK-4::295::GJ11X5333::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-03567,ZONE-4::RACK-6::285::GJ23X1668,VIT-5165-B55-285,ZONE-4::RACK-9::285::GJ23X1668::General,2025-07-05,2025-07-09,1,Assigned,2025-07-01 14:19:16.863742
ASN-03568,ZONE-4::RACK-6::185::GJ04X5804,DIG-5166-B30-185,ZONE-4::RACK-6::185::GJ04X5804::General,2025-07-05,2025-07-08,0,Assigned,2025-06-28 14:19:16.863742
ASN-03569,ZONE-4::RACK-6::795::GJ30X4471,DEW-5167-B84-795,ZONE-4::RACK-10::795::GJ30X4471::General,2025-07-05,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03570,ZONE-4::RACK-6::185::GJ08X1229,DIG-5168-B33-185,ZONE-4::RACK-7::185::GJ08X1229::General,2025-07-05,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-03571,ZONE-4::RACK-6::185::GJ06X1200,DIG-5169-B92-185,ZONE-4::RACK-4::185::GJ06X1200::General,2025-07-04,2025-07-08,1,Assigned,2025-07-01 14:19:16.863742
ASN-03572,ZONE-2::RACK-8::384::GJ04X2061,IMM-5170-B71-384,ZONE-2::RACK-6::384::GJ04X2061::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-27 14:19:16.863742
ASN-03573,ZONE-1::RACK-1::789::GJ05X6667,ANT-5171-B58-789,ZONE-1::RACK-7::789::GJ05X6667::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-03574,ZONE-4::RACK-7::285::GJ17X3593,VIT-5173-B69-285,ZONE-4::RACK-4::285::GJ17X3593::General,2025-07-04,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-03575,ZONE-3::RACK-1::854::GJ15X1880,TOP-5175-B73-854,ZONE-3::RACK-2::854::GJ15X1880::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03576,ZONE-2::RACK-8::384::GJ24X9408,IMM-5177-B50-384,ZONE-2::RACK-4::384::GJ24X9408::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-03577,ZONE-3::RACK-2::854::GJ08X1229,TOP-5178-B69-854,ZONE-3::RACK-3::854::GJ08X1229::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-03578,ZONE-1::RACK-1::789::GJ18X9809,ANT-5179-B34-789,ZONE-1::RACK-6::789::GJ18X9809::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-03579,ZONE-1::RACK-1::789::GJ16X7539,ANT-5180-B19-789,ZONE-1::RACK-5::789::GJ16X7539::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-23 14:19:16.863742
ASN-03580,ZONE-4::RACK-7::795::GJ17X5492,DEW-5181-B81-795,ZONE-4::RACK-10::795::GJ17X5492::General,2025-07-05,2025-07-08,0,Assigned,2025-06-26 14:19:16.863742
ASN-03581,ZONE-4::RACK-7::185::GJ26X6532,DIG-5184-B79-185,ZONE-4::RACK-8::185::GJ26X6532::General,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-03582,ZONE-4::RACK-7::185::GJ27X4504,DIG-5186-B36-185,ZONE-4::RACK-6::185::GJ27X4504::General,2025-07-04,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-03583,ZONE-1::RACK-2::789::GJ14X1053,ANT-5187-B67-789,ZONE-1::RACK-2::789::GJ14X1053::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-23 14:19:16.863742
ASN-03584,ZONE-4::RACK-8::795::GJ22X1394,DEW-5188-B31-795,ZONE-4::RACK-5::795::GJ22X1394::General,2025-07-04,2025-07-07,0,Assigned,2025-06-27 14:19:16.863742
ASN-03585,ZONE-4::RACK-8::185::GJ07X3648,DIG-5190-B72-185,ZONE-4::RACK-5::185::GJ07X3648::General,2025-07-03,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-03586,ZONE-3::RACK-2::854::GJ22X5898,TOP-5191-B50-854,ZONE-3::RACK-1::854::GJ22X5898::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-03587,ZONE-3::RACK-2::854::GJ21X7008,TOP-5192-B11-854,ZONE-3::RACK-3::854::GJ21X7008::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-03588,ZONE-2::RACK-8::384::GJ30X9209,IMM-5193-B83-384,ZONE-2::RACK-4::384::GJ30X9209::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-03589,ZONE-4::RACK-8::434::GJ17X8039,SUP-5195-B97-434,ZONE-4::RACK-10::434::GJ17X8039::General,2025-07-03,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-03590,ZONE-4::RACK-8::185::GJ23X7398,DIG-5196-B14-185,ZONE-4::RACK-1::185::GJ23X7398::General,2025-07-05,2025-07-07,0,Assigned,2025-06-30 14:19:16.863742
ASN-03591,ZONE-4::RACK-9::434::GJ27X4558,SUP-5197-B52-434,ZONE-4::RACK-2::434::GJ27X4558::General,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-03592,ZONE-4::RACK-9::285::GJ07X3648,VIT-5199-B56-285,ZONE-4::RACK-3::285::GJ07X3648::General,2025-07-03,2025-07-05,1,Assigned,2025-06-24 14:19:16.863742
