OrderID,Expiry_Days_Left,Order_Date,Expiry_Date,Pallet_Size,Route_Type,Mode_of_Transport,Urgent_Order_Flag,Fragility,Dispatch_Window,Temp_Sensitive
3C47839A-E740-4FEA-91E3,727,2025-06-18,2027-06-15,100,Intercity,Medium Truck,No,No,24/06/2025,Yes
C042F7A5-C479-400E-A1A3,482,2025-06-20,2026-10-15,120,Interstate,Big Truck,Yes,No,27/06/2025,Yes
E3168F5A-AE31-4B1E-9226,704,2025-06-15,2027-05-20,60,Intercity,Medium Truck,Yes,No,24/06/2025,No
106FC165-67DF-4B75-8E61,566,2025-06-18,2027-01-05,150,Local,Small Truck,No,No,26/06/2025,Yes
70C35656-AC6E-4986-AD48,268,2025-06-21,2026-03-16,150,Interstate,Big Truck,No,No,25/06/2025,Yes
B8340E01-10FF-4319-A00D,642,2025-06-15,2027-03-19,80,Intercity,Medium Truck,No,No,26/06/2025,Yes
0B9103BD-1389-4777-B012,212,2025-06-20,2026-01-18,120,Local,Small Truck,Yes,No,27/06/2025,No
F8B24111-1B47-4CAD-9252,691,2025-06-16,2027-05-08,120,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
EA2E35E8-1CE0-4074-951A,324,2025-06-18,2026-05-08,120,Local,Small Truck,No,No,27/06/2025,Yes
0BCCDCAE-E20C-4044-A858,197,2025-06-18,2026-01-01,80,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
C40ED627-90E8-4FF6-A0E4,596,2025-06-18,2027-02-04,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
B414B99B-042F-48B5-8D79,347,2025-06-19,2026-06-01,100,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
5B305DD4-965B-415E-BC25,609,2025-06-21,2027-02-20,150,Intercity,Medium Truck,No,No,23/06/2025,Yes
7A7E46F6-AD4D-48A4-9846,641,2025-06-20,2027-03-23,120,Local,Small Truck,No,No,26/06/2025,No
B19880EA-B818-48AA-872E,94,2025-06-21,2025-09-23,150,Interstate,Big Truck,Yes,No,27/06/2025,No
9B3F135F-413E-4CEE-8333,655,2025-06-19,2027-04-05,100,Interstate,Big Truck,Yes,No,25/06/2025,Yes
1517ACB8-00A8-44ED-844F,173,2025-06-21,2025-12-11,80,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
A666F0BC-BF65-4F07-A894,336,2025-06-20,2026-05-22,150,Local,Small Truck,Yes,No,23/06/2025,No
7B5195BE-4E3A-4D71-BAE2,325,2025-06-18,2026-05-09,120,Local,Small Truck,No,Yes,26/06/2025,No
AD07BFA5-E7A4-442C-8C08,654,2025-06-21,2027-04-06,150,Interstate,Big Truck,Yes,No,24/06/2025,No
63A5C17A-055B-4789-B060,423,2025-06-15,2026-08-12,80,Interstate,Big Truck,No,No,28/06/2025,No
369D14C0-76B2-47B3-BC56,369,2025-06-20,2026-06-24,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
F3777330-99A4-48F3-A985,590,2025-06-15,2027-01-26,60,Local,Small Truck,Yes,No,29/06/2025,No
B54AB2AF-F806-43A0-9B64,442,2025-06-20,2026-09-05,150,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
BDA285C8-856F-4599-B8B5,576,2025-06-17,2027-01-14,80,Intercity,Medium Truck,Yes,No,23/06/2025,No
E3CC9740-2337-44BD-A735,411,2025-06-16,2026-08-01,120,Local,Small Truck,Yes,Yes,23/06/2025,No
C48EBD69-E019-49DE-8C5E,533,2025-06-21,2026-12-06,60,Local,Small Truck,No,No,23/06/2025,Yes
CB2D5995-D0C9-4730-9CA8,193,2025-06-17,2025-12-27,150,Interstate,Big Truck,No,Yes,25/06/2025,No
4E5DE779-A736-4939-A2B3,124,2025-06-16,2025-10-18,60,Interstate,Big Truck,Yes,No,24/06/2025,Yes
722CDE76-35F8-49E7-B66F,522,2025-06-16,2026-11-20,120,Intercity,Medium Truck,No,No,26/06/2025,Yes
029D1B82-A5A5-433B-AAED,446,2025-06-16,2026-09-05,120,Local,Small Truck,No,Yes,24/06/2025,Yes
D18630AE-D746-443F-810A,722,2025-06-21,2027-06-13,120,Intercity,Medium Truck,Yes,No,23/06/2025,No
2A5C8180-A547-40B7-B221,619,2025-06-16,2027-02-25,80,Intercity,Medium Truck,No,Yes,26/06/2025,No
339D4AE2-D450-4B22-9DDA,521,2025-06-15,2026-11-18,60,Intercity,Medium Truck,Yes,Yes,26/06/2025,Yes
AA6B8047-7829-46C2-A66D,634,2025-06-20,2027-03-16,60,Local,Small Truck,No,Yes,26/06/2025,Yes
5C8E3714-EC69-4EFE-B0E0,218,2025-06-18,2026-01-22,100,Interstate,Big Truck,No,No,27/06/2025,Yes
A9D1583B-E7EB-4882-82B7,586,2025-06-18,2027-01-25,60,Interstate,Big Truck,No,No,29/06/2025,Yes
0D226822-4790-45CE-BC47,604,2025-06-18,2027-02-12,100,Intercity,Medium Truck,No,No,28/06/2025,No
F04D8EC3-4ED3-41E0-8751,629,2025-06-19,2027-03-10,100,Local,Small Truck,Yes,No,26/06/2025,Yes
62F578C2-31DE-4549-8304,262,2025-06-21,2026-03-10,120,Intercity,Medium Truck,No,No,24/06/2025,Yes
2F70AFC0-89D8-413B-8B77,205,2025-06-16,2026-01-07,80,Intercity,Medium Truck,Yes,Yes,28/06/2025,No
2400F6B8-BF00-4801-98D0,184,2025-06-20,2025-12-21,150,Interstate,Big Truck,Yes,No,25/06/2025,Yes
DA4109C0-B522-493C-B318,541,2025-06-21,2026-12-14,150,Local,Small Truck,Yes,Yes,28/06/2025,No
FE755418-1871-4596-AF10,290,2025-06-20,2026-04-06,60,Interstate,Big Truck,No,Yes,23/06/2025,Yes
1886C115-AC02-4111-B7FA,240,2025-06-18,2026-02-13,100,Intercity,Medium Truck,No,No,25/06/2025,Yes
AB4735F9-2F46-4892-ADCB,65,2025-06-17,2025-08-21,60,Intercity,Medium Truck,Yes,No,24/06/2025,Yes
BE7BEF69-8245-4B95-BF81,63,2025-06-21,2025-08-23,100,Local,Small Truck,Yes,No,23/06/2025,Yes
1B95796F-B0BB-4FD1-BA7A,572,2025-06-17,2027-01-10,60,Intercity,Medium Truck,No,No,26/06/2025,No
5CDE91B8-7B9F-4E0A-9F76,445,2025-06-15,2026-09-03,80,Interstate,Big Truck,No,No,26/06/2025,No
B4B38B47-C0BD-462D-9B25,622,2025-06-21,2027-03-05,60,Local,Small Truck,No,Yes,26/06/2025,No
FE1CFAF0-BF4C-4061-8A93,344,2025-06-21,2026-05-31,80,Intercity,Medium Truck,No,No,28/06/2025,Yes
A60C7EB6-4A25-4D5D-B672,538,2025-06-15,2026-12-05,100,Interstate,Big Truck,No,Yes,28/06/2025,No
E9E237FF-990A-47E6-B468,122,2025-06-17,2025-10-17,60,Local,Small Truck,Yes,No,25/06/2025,No
6C988A33-ADBB-43F5-A80D,655,2025-06-17,2027-04-03,120,Local,Small Truck,No,No,25/06/2025,Yes
D668673A-49E0-41E3-A3F8,618,2025-06-17,2027-02-25,100,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
4D7BFDA9-53B3-4D26-A491,274,2025-06-20,2026-03-21,120,Interstate,Big Truck,Yes,No,27/06/2025,Yes
254409FB-39E2-4875-B0DE,719,2025-06-21,2027-06-10,120,Intercity,Medium Truck,No,No,25/06/2025,Yes
BB6D8979-4041-4E6D-9D21,248,2025-06-19,2026-02-22,60,Interstate,Big Truck,Yes,Yes,27/06/2025,Yes
29AF4B2E-CEDA-49EE-B206,382,2025-06-15,2026-07-02,60,Intercity,Medium Truck,Yes,No,23/06/2025,Yes
952CDFB9-1A1C-4A3F-924D,723,2025-06-18,2027-06-11,80,Intercity,Medium Truck,Yes,No,25/06/2025,Yes
0B1D4C83-42B0-4634-9F56,643,2025-06-17,2027-03-22,60,Intercity,Medium Truck,No,No,24/06/2025,Yes
1D78D139-B5B0-4F2A-B37C,628,2025-06-17,2027-03-07,60,Intercity,Medium Truck,No,No,28/06/2025,No
D701E5A8-250F-4103-968E,644,2025-06-20,2027-03-26,150,Interstate,Big Truck,No,Yes,24/06/2025,Yes
3878F91E-757A-49D1-89B0,267,2025-06-16,2026-03-10,60,Interstate,Big Truck,Yes,Yes,28/06/2025,Yes
B37C265B-9F91-4F56-9DC6,729,2025-06-20,2027-06-19,60,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
4C94E5F6-2A72-4302-AD7C,509,2025-06-16,2026-11-07,150,Local,Small Truck,Yes,Yes,25/06/2025,No
4C9B502D-3596-4C52-B1D0,107,2025-06-20,2025-10-05,100,Local,Small Truck,Yes,Yes,24/06/2025,No
41F40D3C-D7BB-4B75-8E91,546,2025-06-20,2026-12-18,100,Interstate,Big Truck,Yes,Yes,23/06/2025,No
70D16093-F6B5-4D28-A61D,106,2025-06-16,2025-09-30,120,Interstate,Big Truck,Yes,Yes,27/06/2025,No
6764977C-ADFC-4679-A065,181,2025-06-16,2025-12-14,120,Local,Small Truck,No,No,27/06/2025,No
CC0BAC6C-097D-4A7A-BF7C,133,2025-06-16,2025-10-27,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
F44BF126-0B81-4C4E-B843,77,2025-06-15,2025-08-31,120,Interstate,Big Truck,Yes,No,25/06/2025,No
A3D6BD51-FD7C-4561-8344,713,2025-06-21,2027-06-04,60,Intercity,Medium Truck,No,Yes,25/06/2025,No
A770289A-E000-4BC8-A1E5,119,2025-06-16,2025-10-13,100,Interstate,Big Truck,No,Yes,29/06/2025,No
443F9AD0-357C-4771-B857,225,2025-06-21,2026-02-01,60,Intercity,Medium Truck,Yes,No,28/06/2025,No
D00F5035-7228-4F15-A377,538,2025-06-16,2026-12-06,150,Local,Small Truck,Yes,No,26/06/2025,No
9C9D9F96-B26A-42AA-84BF,342,2025-06-19,2026-05-27,100,Intercity,Medium Truck,No,No,25/06/2025,No
484C2EDA-94CE-4E4F-B187,159,2025-06-20,2025-11-26,60,Interstate,Big Truck,No,Yes,29/06/2025,Yes
3815F660-5D32-46A5-9983,439,2025-06-18,2026-08-31,60,Interstate,Big Truck,No,No,29/06/2025,No
F1D43413-09AD-4179-BA73,641,2025-06-18,2027-03-21,120,Interstate,Big Truck,Yes,No,28/06/2025,Yes
979D3C01-7F6E-4CC4-90FB,605,2025-06-17,2027-02-12,80,Intercity,Medium Truck,No,Yes,29/06/2025,No
D2802695-73C8-4091-BAC6,470,2025-06-17,2026-09-30,80,Local,Small Truck,No,No,29/06/2025,Yes
D4E56EE1-23DC-4BBA-B89B,694,2025-06-21,2027-05-16,80,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
B89233B2-9E45-4775-8BC3,545,2025-06-15,2026-12-12,60,Intercity,Medium Truck,Yes,No,24/06/2025,No
10CADAD0-C45F-4F2D-9444,513,2025-06-16,2026-11-11,60,Local,Small Truck,Yes,Yes,23/06/2025,Yes
1637DD80-2162-4900-8809,296,2025-06-15,2026-04-07,80,Local,Small Truck,No,No,26/06/2025,Yes
1007C25B-2A7F-4FB7-A079,305,2025-06-15,2026-04-16,150,Local,Small Truck,Yes,Yes,27/06/2025,Yes
71F77457-0014-4F1D-B2F8,419,2025-06-17,2026-08-10,150,Interstate,Big Truck,Yes,No,29/06/2025,No
C67C4457-A048-4285-9B5B,679,2025-06-15,2027-04-25,100,Local,Small Truck,No,Yes,28/06/2025,No
AE7EE78F-4438-4579-97DC,627,2025-06-15,2027-03-04,80,Intercity,Medium Truck,Yes,No,29/06/2025,No
E633B4CB-4626-4BB8-96DF,681,2025-06-21,2027-05-03,60,Intercity,Medium Truck,Yes,No,24/06/2025,No
3FA4BC8E-008A-4F9C-915F,556,2025-06-20,2026-12-28,100,Local,Small Truck,Yes,Yes,26/06/2025,No
96184393-545E-4E12-A4B7,307,2025-06-16,2026-04-19,60,Intercity,Medium Truck,No,No,29/06/2025,No
15A5F9FA-B5E0-4DF7-BC0D,697,2025-06-16,2027-05-14,100,Interstate,Big Truck,Yes,Yes,28/06/2025,No
1BF013E0-F5AF-4063-A2DD,599,2025-06-19,2027-02-08,150,Intercity,Medium Truck,No,No,27/06/2025,No
94063C7E-191C-4E14-8808,160,2025-06-15,2025-11-22,120,Intercity,Medium Truck,No,Yes,23/06/2025,No
147B74F0-EEAE-486E-93AC,466,2025-06-16,2026-09-25,60,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
14A99034-E251-4138-BAC3,648,2025-06-20,2027-03-30,150,Interstate,Big Truck,No,No,24/06/2025,No
027096F3-250B-4B77-807A,608,2025-06-20,2027-02-18,120,Interstate,Big Truck,No,No,23/06/2025,Yes
453BE2B7-90A9-4BDC-B286,728,2025-06-19,2027-06-17,60,Interstate,Big Truck,Yes,Yes,26/06/2025,No
71EA3741-2868-4B09-A604,223,2025-06-15,2026-01-24,100,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
B41022D7-D5E4-4191-B11C,569,2025-06-19,2027-01-09,80,Interstate,Big Truck,Yes,Yes,29/06/2025,No
6D533A71-C831-40E5-B62E,696,2025-06-17,2027-05-14,150,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
127BF97E-95BA-4F77-B3BA,421,2025-06-18,2026-08-13,150,Interstate,Big Truck,No,No,29/06/2025,No
C0A17506-F1BB-4378-A662,440,2025-06-21,2026-09-04,150,Local,Small Truck,No,No,29/06/2025,No
848E4C56-BAD3-4F20-BA33,509,2025-06-15,2026-11-06,150,Interstate,Big Truck,Yes,No,26/06/2025,No
BFA70DF1-7284-4B70-B615,173,2025-06-20,2025-12-10,80,Local,Small Truck,Yes,Yes,26/06/2025,Yes
958721C0-2B47-4867-B93D,310,2025-06-18,2026-04-24,100,Interstate,Big Truck,Yes,No,27/06/2025,No
30F9377C-6E57-45D3-A987,596,2025-06-20,2027-02-06,150,Interstate,Big Truck,Yes,No,27/06/2025,No
EBCE8C0F-C19B-4B6E-A0EF,630,2025-06-20,2027-03-12,100,Interstate,Big Truck,No,No,23/06/2025,No
6F3D3C7B-7F75-40A7-95FD,640,2025-06-17,2027-03-19,150,Intercity,Medium Truck,Yes,No,23/06/2025,No
C6FEB916-D340-4A03-99FB,680,2025-06-20,2027-05-01,150,Interstate,Big Truck,No,Yes,27/06/2025,No
B03B1F6B-9C92-42C9-8984,253,2025-06-15,2026-02-23,120,Local,Small Truck,No,No,25/06/2025,Yes
8113B223-7371-4369-8363,131,2025-06-19,2025-10-28,150,Local,Small Truck,Yes,No,29/06/2025,No
2EA937C3-70E4-4DAC-8B25,114,2025-06-18,2025-10-10,120,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
C06852D6-6C32-4D41-8C13,656,2025-06-20,2027-04-07,120,Interstate,Big Truck,Yes,Yes,28/06/2025,No
30306817-B9FF-410D-B1F8,685,2025-06-20,2027-05-06,80,Intercity,Medium Truck,No,No,25/06/2025,Yes
E5F8FA47-DE87-484E-A918,612,2025-06-16,2027-02-18,100,Interstate,Big Truck,Yes,No,27/06/2025,No
4DD47FD0-F6F0-4B5C-8581,705,2025-06-21,2027-05-27,150,Local,Small Truck,Yes,No,27/06/2025,Yes
9730924B-B8E3-45D4-B665,564,2025-06-21,2027-01-06,60,Intercity,Medium Truck,No,No,27/06/2025,No
BB3A89EB-D75E-4BF5-9C62,455,2025-06-20,2026-09-18,80,Local,Small Truck,Yes,No,23/06/2025,No
37EB355A-DAA8-4EB5-AC01,151,2025-06-20,2025-11-18,100,Interstate,Big Truck,Yes,Yes,25/06/2025,No
B20A15D6-C5AC-4219-9388,227,2025-06-21,2026-02-03,100,Interstate,Big Truck,No,Yes,26/06/2025,Yes
64B75247-2D95-4428-B549,372,2025-06-19,2026-06-26,150,Local,Small Truck,Yes,Yes,28/06/2025,No
DA8B1330-2668-4341-9601,346,2025-06-18,2026-05-30,120,Local,Small Truck,Yes,Yes,29/06/2025,Yes
CE9C8A95-6BEF-4C0C-B163,502,2025-06-18,2026-11-02,120,Intercity,Medium Truck,No,No,24/06/2025,Yes
2F27141C-3B6C-42D4-B5FE,224,2025-06-19,2026-01-29,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
EBFF1B46-DDBE-4314-95F1,189,2025-06-17,2025-12-23,120,Local,Small Truck,Yes,Yes,26/06/2025,No
0B2A6CAD-FD79-433E-89ED,625,2025-06-21,2027-03-08,120,Local,Small Truck,Yes,No,24/06/2025,Yes
3A40FFEB-F485-4743-9F06,670,2025-06-16,2027-04-17,100,Local,Small Truck,Yes,No,29/06/2025,Yes
F4A28217-D9F4-4D0A-AB7B,636,2025-06-19,2027-03-17,100,Local,Small Truck,Yes,No,24/06/2025,No
0457B24F-190F-45E5-B75F,266,2025-06-18,2026-03-11,150,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
51057EF8-6FF1-4478-9B45,157,2025-06-18,2025-11-22,150,Local,Small Truck,No,Yes,29/06/2025,No
49A1326C-620B-4E28-83B3,139,2025-06-20,2025-11-06,100,Interstate,Big Truck,No,Yes,24/06/2025,No
9351A0DF-1C12-46F1-9F64,581,2025-06-15,2027-01-17,150,Local,Small Truck,Yes,Yes,24/06/2025,No
338F3D97-578C-49AF-9DD0,385,2025-06-21,2026-07-11,120,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
6ABAE405-A823-4B81-971D,162,2025-06-15,2025-11-24,60,Interstate,Big Truck,Yes,Yes,23/06/2025,No
73222E69-18B8-4199-AE12,299,2025-06-19,2026-04-14,100,Local,Small Truck,No,No,26/06/2025,Yes
D6357B4C-D8B2-4C47-9F9D,271,2025-06-19,2026-03-17,100,Interstate,Big Truck,No,No,24/06/2025,Yes
2E0EE7C7-83EF-41C1-99B7,519,2025-06-20,2026-11-21,100,Local,Small Truck,Yes,No,27/06/2025,Yes
18F78B1E-14F9-451F-BF6F,582,2025-06-17,2027-01-20,150,Intercity,Medium Truck,No,No,26/06/2025,No
7149C8B5-38BA-4373-A2CB,611,2025-06-16,2027-02-17,100,Local,Small Truck,No,Yes,28/06/2025,Yes
9184842F-78FC-45DA-BFD1,303,2025-06-19,2026-04-18,80,Local,Small Truck,No,No,23/06/2025,No
850538DB-7256-4A97-9C46,583,2025-06-15,2027-01-19,100,Local,Small Truck,Yes,Yes,24/06/2025,No
D521EFBF-4AD8-40DF-AFD6,499,2025-06-17,2026-10-29,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,No
E4112855-F050-4032-B5EA,688,2025-06-17,2027-05-06,80,Interstate,Big Truck,Yes,No,27/06/2025,Yes
D018E8CA-239F-456B-8880,297,2025-06-19,2026-04-12,150,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
0245A9C3-DF55-45EB-BDCE,442,2025-06-17,2026-09-02,120,Intercity,Medium Truck,Yes,No,25/06/2025,No
D5F72B18-3A26-457C-A054,78,2025-06-20,2025-09-06,80,Interstate,Big Truck,No,No,24/06/2025,Yes
93CE3D67-2AA7-4610-ABA9,91,2025-06-16,2025-09-15,100,Intercity,Medium Truck,No,No,25/06/2025,Yes
92EC740B-ACC0-42DA-B0AF,537,2025-06-16,2026-12-05,120,Local,Small Truck,Yes,Yes,26/06/2025,No
2FA6E38C-CE4D-452E-9FA8,643,2025-06-20,2027-03-25,120,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
AFD4D6EC-C978-425E-B7CE,448,2025-06-19,2026-09-10,80,Local,Small Truck,Yes,Yes,23/06/2025,No
66FF5C96-A35A-4322-BC72,522,2025-06-19,2026-11-23,80,Interstate,Big Truck,Yes,No,29/06/2025,No
327A331A-AFA6-41CD-8E23,523,2025-06-19,2026-11-24,120,Intercity,Medium Truck,No,No,29/06/2025,Yes
F8A67020-C28C-4867-8132,317,2025-06-19,2026-05-02,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
0159BB5E-605C-4BFD-8D22,436,2025-06-16,2026-08-26,120,Local,Small Truck,No,No,26/06/2025,Yes
FB65EF38-50F2-43D2-ACD1,363,2025-06-16,2026-06-14,120,Intercity,Medium Truck,No,Yes,24/06/2025,Yes
50A69539-7CA6-4D81-8C3C,91,2025-06-19,2025-09-18,100,Intercity,Medium Truck,No,Yes,26/06/2025,No
2DFCD0B9-C0CA-4A7C-AC23,622,2025-06-16,2027-02-28,150,Interstate,Big Truck,Yes,Yes,25/06/2025,No
24D3ACAD-0CC5-4980-90E6,116,2025-06-15,2025-10-09,150,Interstate,Big Truck,No,Yes,26/06/2025,No
1BD5809E-5D46-4518-A54C,716,2025-06-19,2027-06-05,80,Local,Small Truck,No,No,25/06/2025,No
0EF211B0-4073-472E-9536,638,2025-06-16,2027-03-16,150,Local,Small Truck,Yes,No,28/06/2025,No
230DF6C0-D58E-4E96-BD25,164,2025-06-17,2025-11-28,150,Interstate,Big Truck,No,Yes,28/06/2025,No
B0404057-4731-4F6B-A9FF,122,2025-06-19,2025-10-19,100,Local,Small Truck,Yes,Yes,26/06/2025,Yes
44BDDF62-A84E-45F6-B021,412,2025-06-16,2026-08-02,60,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
7194372B-3D10-4B8A-A278,260,2025-06-20,2026-03-07,120,Intercity,Medium Truck,Yes,No,24/06/2025,No
E8F7DA64-88B0-48C0-ACEC,514,2025-06-20,2026-11-16,100,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
E5E106AD-C89E-4995-8FBA,520,2025-06-20,2026-11-22,100,Local,Small Truck,No,Yes,23/06/2025,No
5D9FF07E-EC51-4193-9307,234,2025-06-16,2026-02-05,100,Intercity,Medium Truck,No,No,24/06/2025,Yes
82A4F083-3A6C-4EAB-975E,231,2025-06-21,2026-02-07,80,Interstate,Big Truck,Yes,No,25/06/2025,No
8ABAAC2A-1ACB-4428-8D15,144,2025-06-21,2025-11-12,100,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
4D6C773A-ACCA-4249-B99A,347,2025-06-18,2026-05-31,120,Interstate,Big Truck,Yes,Yes,29/06/2025,No
6832E8FE-5476-4E66-9E5B,182,2025-06-16,2025-12-15,100,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
3C5BBEB7-20C3-4BF2-BD86,457,2025-06-16,2026-09-16,80,Local,Small Truck,No,No,28/06/2025,Yes
57920217-C05E-4535-ACDC,604,2025-06-19,2027-02-13,100,Local,Small Truck,Yes,No,29/06/2025,Yes
14D709FA-59AC-46C6-AB79,254,2025-06-16,2026-02-25,100,Interstate,Big Truck,No,Yes,23/06/2025,No
F5052F21-B39D-4CB6-BEED,689,2025-06-16,2027-05-06,80,Intercity,Medium Truck,No,No,25/06/2025,No
5F3190B6-8DF9-45EB-9C7B,516,2025-06-17,2026-11-15,60,Interstate,Big Truck,Yes,Yes,25/06/2025,No
BD8676A8-55AA-48C1-ADDE,543,2025-06-15,2026-12-10,100,Interstate,Big Truck,No,No,23/06/2025,Yes
44144365-F39A-4890-BDEF,520,2025-06-21,2026-11-23,60,Local,Small Truck,Yes,No,27/06/2025,Yes
9B78FFBB-57C1-4F78-81C1,339,2025-06-15,2026-05-20,150,Local,Small Truck,No,No,27/06/2025,No
C74D8AD0-62D1-467F-842F,307,2025-06-18,2026-04-21,150,Intercity,Medium Truck,Yes,No,26/06/2025,Yes
88FEB59D-E9B6-4D4F-8279,72,2025-06-21,2025-09-01,80,Local,Small Truck,Yes,Yes,23/06/2025,No
B15FBF3B-7C49-4CC0-8A5B,99,2025-06-18,2025-09-25,100,Local,Small Truck,No,Yes,29/06/2025,No
66D91646-6A0A-4AF6-A0EF,114,2025-06-17,2025-10-09,100,Interstate,Big Truck,No,No,24/06/2025,Yes
F183EFC5-23AE-4B01-8C0C,257,2025-06-16,2026-02-28,100,Intercity,Medium Truck,No,No,23/06/2025,No
B7027ED9-A9B8-4FA8-9C8B,511,2025-06-17,2026-11-10,100,Intercity,Medium Truck,Yes,No,26/06/2025,Yes
CA68CE5B-BDC3-4DAD-B191,598,2025-06-19,2027-02-07,80,Interstate,Big Truck,Yes,Yes,24/06/2025,No
CAC88B71-16AB-4EBB-9397,602,2025-06-15,2027-02-07,100,Interstate,Big Truck,No,Yes,24/06/2025,Yes
2E7DBDA4-BF65-4267-98B2,718,2025-06-19,2027-06-07,100,Intercity,Medium Truck,Yes,No,27/06/2025,Yes
3E9EEA72-3B4A-4CFC-8AA4,268,2025-06-16,2026-03-11,80,Local,Small Truck,No,No,27/06/2025,Yes
156B7F2C-D6D8-44E4-9DF3,524,2025-06-17,2026-11-23,60,Interstate,Big Truck,Yes,No,29/06/2025,Yes
3BAC3D00-16AC-41E3-8B32,633,2025-06-18,2027-03-13,150,Interstate,Big Truck,No,No,25/06/2025,Yes
11CC0C73-938F-4CE9-A313,316,2025-06-20,2026-05-02,120,Intercity,Medium Truck,Yes,No,29/06/2025,Yes
B1461ACF-979B-47A0-859D,493,2025-06-16,2026-10-22,150,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
921B0141-40B6-4C67-8F1B,522,2025-06-19,2026-11-23,80,Interstate,Big Truck,No,No,26/06/2025,Yes
8E0D4EF1-E74A-40E9-B316,372,2025-06-21,2026-06-28,100,Intercity,Medium Truck,Yes,No,29/06/2025,No
71E4C997-FF01-4555-8299,652,2025-06-17,2027-03-31,60,Intercity,Medium Truck,No,No,25/06/2025,No
4E672FB1-8EC9-439D-9E34,232,2025-06-16,2026-02-03,60,Local,Small Truck,No,No,27/06/2025,Yes
5F4E8DE2-EC32-4600-8D49,538,2025-06-17,2026-12-07,120,Local,Small Truck,No,Yes,23/06/2025,No
187FEBC1-B0FE-43E4-B27B,170,2025-06-17,2025-12-04,120,Local,Small Truck,Yes,Yes,27/06/2025,Yes
CD3D85B8-AE98-47A8-912E,353,2025-06-15,2026-06-03,80,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
666E32DB-D0E9-48FD-8EFD,424,2025-06-21,2026-08-19,150,Interstate,Big Truck,Yes,No,25/06/2025,Yes
C8EC35A7-4175-4FE4-AB0D,298,2025-06-21,2026-04-15,80,Interstate,Big Truck,Yes,No,25/06/2025,Yes
E775F421-4551-4C32-A2D1,242,2025-06-20,2026-02-17,80,Intercity,Medium Truck,No,No,27/06/2025,No
1E6EFFAC-E400-423D-A787,288,2025-06-16,2026-03-31,100,Interstate,Big Truck,No,Yes,27/06/2025,No
614DE666-D3DC-46EA-9655,680,2025-06-19,2027-04-30,80,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
494DEC42-82E4-436F-A538,236,2025-06-19,2026-02-10,120,Local,Small Truck,No,No,27/06/2025,Yes
68FAC240-BE8F-4F4A-B251,710,2025-06-19,2027-05-30,120,Local,Small Truck,No,Yes,27/06/2025,Yes
E204D5B1-5B04-4C93-B50B,596,2025-06-18,2027-02-04,150,Interstate,Big Truck,No,No,23/06/2025,No
9EF7960B-3206-42A5-8B3E,266,2025-06-16,2026-03-09,80,Intercity,Medium Truck,No,Yes,29/06/2025,Yes
823F1E80-A414-4402-B4FF,663,2025-06-18,2027-04-12,150,Intercity,Medium Truck,Yes,Yes,29/06/2025,Yes
292447AD-F811-4FC6-9D81,309,2025-06-19,2026-04-24,60,Interstate,Big Truck,No,Yes,23/06/2025,Yes
6F4CF2E4-B177-4E42-B22B,619,2025-06-16,2027-02-25,60,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
B07D96BC-F645-4438-83CD,391,2025-06-17,2026-07-13,80,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
DAAEE399-98C6-4A86-AFF9,708,2025-06-21,2027-05-30,100,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
6FC1D6DE-D7F6-431E-A482,577,2025-06-17,2027-01-15,150,Intercity,Medium Truck,Yes,No,27/06/2025,No
F24387E3-BC4C-4939-A1CA,376,2025-06-15,2026-06-26,80,Local,Small Truck,No,No,29/06/2025,Yes
