OrderID,Order_Date,Expiry_Date,Pallet_Size,Route_Type,Mode_of_Transport,Urgent_Order_Flag,Fragility,Dispatch_Window,Temp_Sensitive
684FDDB6-6A1E-44BE-A467,15/06/2025,02/02/2026,100,Interstate,Big Truck,Yes,No,25/06/2025,Yes
FF41CFCC-D547-49FA-97E5,16/06/2025,27/11/2025,150,Intercity,Medium Truck,Yes,No,29/06/2025,Yes
52903F07-761F-4B43-9DA7,20/06/2025,04/05/2027,120,Local,Small Truck,Yes,No,27/06/2025,Yes
06D2CB2C-E26B-4C6D-BABA,18/06/2025,23/12/2025,60,Intercity,Medium Truck,Yes,No,27/06/2025,No
60A05453-4C21-4552-A16D,17/06/2025,19/08/2026,120,Intercity,Medium Truck,Yes,No,27/06/2025,Yes
BAFA6A9F-CCD4-44CD-BFCE,20/06/2025,20/09/2026,150,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
799F6A54-6207-4D66-8120,20/06/2025,03/09/2026,60,Local,Small Truck,No,No,28/06/2025,No
F315664B-179C-430E-BAFD,15/06/2025,28/01/2026,100,Interstate,Big Truck,Yes,Yes,29/06/2025,No
11D4FFF5-4E4A-4C21-95A4,19/06/2025,17/03/2027,100,Interstate,Big Truck,No,Yes,29/06/2025,Yes
DDC3AAF8-CF62-4ECC-810A,19/06/2025,04/01/2026,60,Intercity,Medium Truck,Yes,No,23/06/2025,Yes
6A1A4C5D-C93A-4CD6-8A89,20/06/2025,28/07/2026,150,Interstate,Big Truck,Yes,No,25/06/2025,No
12172B31-FBCC-4DE2-9D90,18/06/2025,21/10/2025,80,Local,Small Truck,No,Yes,28/06/2025,Yes
FB94D318-FB5F-4417-9A71,15/06/2025,23/06/2026,80,Local,Small Truck,No,Yes,24/06/2025,No
6DB9EA76-2DCB-4EEE-B791,15/06/2025,18/01/2027,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
9203B17F-3A2A-4A4F-A551,15/06/2025,17/01/2026,60,Interstate,Big Truck,No,No,28/06/2025,Yes
A260AF3F-60BA-46DA-9551,21/06/2025,09/10/2026,120,Local,Small Truck,Yes,Yes,27/06/2025,No
275C5BC3-E608-43F4-A631,19/06/2025,11/09/2025,80,Interstate,Big Truck,No,Yes,24/06/2025,No
9D353836-AFA3-4374-A3C3,16/06/2025,28/06/2026,120,Interstate,Big Truck,Yes,Yes,23/06/2025,No
93BD53F0-6856-47B9-B48F,18/06/2025,01/06/2026,150,Intercity,Medium Truck,No,Yes,29/06/2025,No
3C47839A-E740-4FEA-91E3,18/06/2025,15/06/2027,100,Intercity,Medium Truck,No,No,24/06/2025,Yes
C042F7A5-C479-400E-A1A3,20/06/2025,15/10/2026,120,Interstate,Big Truck,Yes,No,27/06/2025,Yes
E3168F5A-AE31-4B1E-9226,15/06/2025,20/05/2027,60,Intercity,Medium Truck,Yes,No,24/06/2025,No
106FC165-67DF-4B75-8E61,18/06/2025,05/01/2027,150,Local,Small Truck,No,No,26/06/2025,Yes
70C35656-AC6E-4986-AD48,21/06/2025,16/03/2026,150,Interstate,Big Truck,No,No,25/06/2025,Yes
B8340E01-10FF-4319-A00D,15/06/2025,19/03/2027,80,Intercity,Medium Truck,No,No,26/06/2025,Yes
0B9103BD-1389-4777-B012,20/06/2025,18/01/2026,120,Local,Small Truck,Yes,No,27/06/2025,No
F8B24111-1B47-4CAD-9252,16/06/2025,08/05/2027,120,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
EA2E35E8-1CE0-4074-951A,18/06/2025,08/05/2026,120,Local,Small Truck,No,No,27/06/2025,Yes
0BCCDCAE-E20C-4044-A858,18/06/2025,01/01/2026,80,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
C40ED627-90E8-4FF6-A0E4,18/06/2025,04/02/2027,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
B414B99B-042F-48B5-8D79,19/06/2025,01/06/2026,100,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
5B305DD4-965B-415E-BC25,21/06/2025,20/02/2027,150,Intercity,Medium Truck,No,No,23/06/2025,Yes
7A7E46F6-AD4D-48A4-9846,20/06/2025,23/03/2027,120,Local,Small Truck,No,No,26/06/2025,No
B19880EA-B818-48AA-872E,21/06/2025,23/09/2025,150,Interstate,Big Truck,Yes,No,27/06/2025,No
9B3F135F-413E-4CEE-8333,19/06/2025,05/04/2027,100,Interstate,Big Truck,Yes,No,25/06/2025,Yes
1517ACB8-00A8-44ED-844F,21/06/2025,11/12/2025,80,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
A666F0BC-BF65-4F07-A894,20/06/2025,22/05/2026,150,Local,Small Truck,Yes,No,23/06/2025,No
7B5195BE-4E3A-4D71-BAE2,18/06/2025,09/05/2026,120,Local,Small Truck,No,Yes,26/06/2025,No
AD07BFA5-E7A4-442C-8C08,21/06/2025,06/04/2027,150,Interstate,Big Truck,Yes,No,24/06/2025,No
63A5C17A-055B-4789-B060,15/06/2025,12/08/2026,80,Interstate,Big Truck,No,No,28/06/2025,No
369D14C0-76B2-47B3-BC56,20/06/2025,24/06/2026,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
F3777330-99A4-48F3-A985,15/06/2025,26/01/2027,60,Local,Small Truck,Yes,No,29/06/2025,No
B54AB2AF-F806-43A0-9B64,20/06/2025,05/09/2026,150,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
BDA285C8-856F-4599-B8B5,17/06/2025,14/01/2027,80,Intercity,Medium Truck,Yes,No,23/06/2025,No
E3CC9740-2337-44BD-A735,16/06/2025,01/08/2026,120,Local,Small Truck,Yes,Yes,23/06/2025,No
C48EBD69-E019-49DE-8C5E,21/06/2025,06/12/2026,60,Local,Small Truck,No,No,23/06/2025,Yes
CB2D5995-D0C9-4730-9CA8,17/06/2025,27/12/2025,150,Interstate,Big Truck,No,Yes,25/06/2025,No
4E5DE779-A736-4939-A2B3,16/06/2025,18/10/2025,60,Interstate,Big Truck,Yes,No,24/06/2025,Yes
722CDE76-35F8-49E7-B66F,16/06/2025,20/11/2026,120,Intercity,Medium Truck,No,No,26/06/2025,Yes
029D1B82-A5A5-433B-AAED,16/06/2025,05/09/2026,120,Local,Small Truck,No,Yes,24/06/2025,Yes
D18630AE-D746-443F-810A,21/06/2025,13/06/2027,120,Intercity,Medium Truck,Yes,No,23/06/2025,No
2A5C8180-A547-40B7-B221,16/06/2025,25/02/2027,80,Intercity,Medium Truck,No,Yes,26/06/2025,No
339D4AE2-D450-4B22-9DDA,15/06/2025,18/11/2026,60,Intercity,Medium Truck,Yes,Yes,26/06/2025,Yes
AA6B8047-7829-46C2-A66D,20/06/2025,16/03/2027,60,Local,Small Truck,No,Yes,26/06/2025,Yes
5C8E3714-EC69-4EFE-B0E0,18/06/2025,22/01/2026,100,Interstate,Big Truck,No,No,27/06/2025,Yes
A9D1583B-E7EB-4882-82B7,18/06/2025,25/01/2027,60,Interstate,Big Truck,No,No,29/06/2025,Yes
0D226822-4790-45CE-BC47,18/06/2025,12/02/2027,100,Intercity,Medium Truck,No,No,28/06/2025,No
F04D8EC3-4ED3-41E0-8751,19/06/2025,10/03/2027,100,Local,Small Truck,Yes,No,26/06/2025,Yes
62F578C2-31DE-4549-8304,21/06/2025,10/03/2026,120,Intercity,Medium Truck,No,No,24/06/2025,Yes
2F70AFC0-89D8-413B-8B77,16/06/2025,07/01/2026,80,Intercity,Medium Truck,Yes,Yes,28/06/2025,No
2400F6B8-BF00-4801-98D0,20/06/2025,21/12/2025,150,Interstate,Big Truck,Yes,No,25/06/2025,Yes
DA4109C0-B522-493C-B318,21/06/2025,14/12/2026,150,Local,Small Truck,Yes,Yes,28/06/2025,No
FE755418-1871-4596-AF10,20/06/2025,06/04/2026,60,Interstate,Big Truck,No,Yes,23/06/2025,Yes
1886C115-AC02-4111-B7FA,18/06/2025,13/02/2026,100,Intercity,Medium Truck,No,No,25/06/2025,Yes
AB4735F9-2F46-4892-ADCB,17/06/2025,21/08/2025,60,Intercity,Medium Truck,Yes,No,24/06/2025,Yes
BE7BEF69-8245-4B95-BF81,21/06/2025,23/08/2025,100,Local,Small Truck,Yes,No,23/06/2025,Yes
1B95796F-B0BB-4FD1-BA7A,17/06/2025,10/01/2027,60,Intercity,Medium Truck,No,No,26/06/2025,No
5CDE91B8-7B9F-4E0A-9F76,15/06/2025,03/09/2026,80,Interstate,Big Truck,No,No,26/06/2025,No
B4B38B47-C0BD-462D-9B25,21/06/2025,05/03/2027,60,Local,Small Truck,No,Yes,26/06/2025,No
FE1CFAF0-BF4C-4061-8A93,21/06/2025,31/05/2026,80,Intercity,Medium Truck,No,No,28/06/2025,Yes
A60C7EB6-4A25-4D5D-B672,15/06/2025,05/12/2026,100,Interstate,Big Truck,No,Yes,28/06/2025,No
E9E237FF-990A-47E6-B468,17/06/2025,17/10/2025,60,Local,Small Truck,Yes,No,25/06/2025,No
6C988A33-ADBB-43F5-A80D,17/06/2025,03/04/2027,120,Local,Small Truck,No,No,25/06/2025,Yes
D668673A-49E0-41E3-A3F8,17/06/2025,25/02/2027,100,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
4D7BFDA9-53B3-4D26-A491,20/06/2025,21/03/2026,120,Interstate,Big Truck,Yes,No,27/06/2025,Yes
254409FB-39E2-4875-B0DE,21/06/2025,10/06/2027,120,Intercity,Medium Truck,No,No,25/06/2025,Yes
BB6D8979-4041-4E6D-9D21,19/06/2025,22/02/2026,60,Interstate,Big Truck,Yes,Yes,27/06/2025,Yes
29AF4B2E-CEDA-49EE-B206,15/06/2025,02/07/2026,60,Intercity,Medium Truck,Yes,No,23/06/2025,Yes
952CDFB9-1A1C-4A3F-924D,18/06/2025,11/06/2027,80,Intercity,Medium Truck,Yes,No,25/06/2025,Yes
0B1D4C83-42B0-4634-9F56,17/06/2025,22/03/2027,60,Intercity,Medium Truck,No,No,24/06/2025,Yes
1D78D139-B5B0-4F2A-B37C,17/06/2025,07/03/2027,60,Intercity,Medium Truck,No,No,28/06/2025,No
D701E5A8-250F-4103-968E,20/06/2025,26/03/2027,150,Interstate,Big Truck,No,Yes,24/06/2025,Yes
3878F91E-757A-49D1-89B0,16/06/2025,10/03/2026,60,Interstate,Big Truck,Yes,Yes,28/06/2025,Yes
B37C265B-9F91-4F56-9DC6,20/06/2025,19/06/2027,60,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
4C94E5F6-2A72-4302-AD7C,16/06/2025,07/11/2026,150,Local,Small Truck,Yes,Yes,25/06/2025,No
4C9B502D-3596-4C52-B1D0,20/06/2025,05/10/2025,100,Local,Small Truck,Yes,Yes,24/06/2025,No
41F40D3C-D7BB-4B75-8E91,20/06/2025,18/12/2026,100,Interstate,Big Truck,Yes,Yes,23/06/2025,No
70D16093-F6B5-4D28-A61D,16/06/2025,30/09/2025,120,Interstate,Big Truck,Yes,Yes,27/06/2025,No
6764977C-ADFC-4679-A065,16/06/2025,14/12/2025,120,Local,Small Truck,No,No,27/06/2025,No
CC0BAC6C-097D-4A7A-BF7C,16/06/2025,27/10/2025,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
F44BF126-0B81-4C4E-B843,15/06/2025,31/08/2025,120,Interstate,Big Truck,Yes,No,25/06/2025,No
A3D6BD51-FD7C-4561-8344,21/06/2025,04/06/2027,60,Intercity,Medium Truck,No,Yes,25/06/2025,No
A770289A-E000-4BC8-A1E5,16/06/2025,13/10/2025,100,Interstate,Big Truck,No,Yes,29/06/2025,No
443F9AD0-357C-4771-B857,21/06/2025,01/02/2026,60,Intercity,Medium Truck,Yes,No,28/06/2025,No
D00F5035-7228-4F15-A377,16/06/2025,06/12/2026,150,Local,Small Truck,Yes,No,26/06/2025,No
9C9D9F96-B26A-42AA-84BF,19/06/2025,27/05/2026,100,Intercity,Medium Truck,No,No,25/06/2025,No
484C2EDA-94CE-4E4F-B187,20/06/2025,26/11/2025,60,Interstate,Big Truck,No,Yes,29/06/2025,Yes
3815F660-5D32-46A5-9983,18/06/2025,31/08/2026,60,Interstate,Big Truck,No,No,29/06/2025,No
F1D43413-09AD-4179-BA73,18/06/2025,21/03/2027,120,Interstate,Big Truck,Yes,No,28/06/2025,Yes
979D3C01-7F6E-4CC4-90FB,17/06/2025,12/02/2027,80,Intercity,Medium Truck,No,Yes,29/06/2025,No
D2802695-73C8-4091-BAC6,17/06/2025,30/09/2026,80,Local,Small Truck,No,No,29/06/2025,Yes
D4E56EE1-23DC-4BBA-B89B,21/06/2025,16/05/2027,80,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
B89233B2-9E45-4775-8BC3,15/06/2025,12/12/2026,60,Intercity,Medium Truck,Yes,No,24/06/2025,No
10CADAD0-C45F-4F2D-9444,16/06/2025,11/11/2026,60,Local,Small Truck,Yes,Yes,23/06/2025,Yes
1637DD80-2162-4900-8809,15/06/2025,07/04/2026,80,Local,Small Truck,No,No,26/06/2025,Yes
1007C25B-2A7F-4FB7-A079,15/06/2025,16/04/2026,150,Local,Small Truck,Yes,Yes,27/06/2025,Yes
71F77457-0014-4F1D-B2F8,17/06/2025,10/08/2026,150,Interstate,Big Truck,Yes,No,29/06/2025,No
C67C4457-A048-4285-9B5B,15/06/2025,25/04/2027,100,Local,Small Truck,No,Yes,28/06/2025,No
AE7EE78F-4438-4579-97DC,15/06/2025,04/03/2027,80,Intercity,Medium Truck,Yes,No,29/06/2025,No
E633B4CB-4626-4BB8-96DF,21/06/2025,03/05/2027,60,Intercity,Medium Truck,Yes,No,24/06/2025,No
3FA4BC8E-008A-4F9C-915F,20/06/2025,28/12/2026,100,Local,Small Truck,Yes,Yes,26/06/2025,No
96184393-545E-4E12-A4B7,16/06/2025,19/04/2026,60,Intercity,Medium Truck,No,No,29/06/2025,No
15A5F9FA-B5E0-4DF7-BC0D,16/06/2025,14/05/2027,100,Interstate,Big Truck,Yes,Yes,28/06/2025,No
1BF013E0-F5AF-4063-A2DD,19/06/2025,08/02/2027,150,Intercity,Medium Truck,No,No,27/06/2025,No
94063C7E-191C-4E14-8808,15/06/2025,22/11/2025,120,Intercity,Medium Truck,No,Yes,23/06/2025,No
147B74F0-EEAE-486E-93AC,16/06/2025,25/09/2026,60,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
14A99034-E251-4138-BAC3,20/06/2025,30/03/2027,150,Interstate,Big Truck,No,No,24/06/2025,No
027096F3-250B-4B77-807A,20/06/2025,18/02/2027,120,Interstate,Big Truck,No,No,23/06/2025,Yes
453BE2B7-90A9-4BDC-B286,19/06/2025,17/06/2027,60,Interstate,Big Truck,Yes,Yes,26/06/2025,No
71EA3741-2868-4B09-A604,15/06/2025,24/01/2026,100,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
B41022D7-D5E4-4191-B11C,19/06/2025,09/01/2027,80,Interstate,Big Truck,Yes,Yes,29/06/2025,No
6D533A71-C831-40E5-B62E,17/06/2025,14/05/2027,150,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
127BF97E-95BA-4F77-B3BA,18/06/2025,13/08/2026,150,Interstate,Big Truck,No,No,29/06/2025,No
C0A17506-F1BB-4378-A662,21/06/2025,04/09/2026,150,Local,Small Truck,No,No,29/06/2025,No
848E4C56-BAD3-4F20-BA33,15/06/2025,06/11/2026,150,Interstate,Big Truck,Yes,No,26/06/2025,No
BFA70DF1-7284-4B70-B615,20/06/2025,10/12/2025,80,Local,Small Truck,Yes,Yes,26/06/2025,Yes
958721C0-2B47-4867-B93D,18/06/2025,24/04/2026,100,Interstate,Big Truck,Yes,No,27/06/2025,No
30F9377C-6E57-45D3-A987,20/06/2025,06/02/2027,150,Interstate,Big Truck,Yes,No,27/06/2025,No
EBCE8C0F-C19B-4B6E-A0EF,20/06/2025,12/03/2027,100,Interstate,Big Truck,No,No,23/06/2025,No
6F3D3C7B-7F75-40A7-95FD,17/06/2025,19/03/2027,150,Intercity,Medium Truck,Yes,No,23/06/2025,No
C6FEB916-D340-4A03-99FB,20/06/2025,01/05/2027,150,Interstate,Big Truck,No,Yes,27/06/2025,No
B03B1F6B-9C92-42C9-8984,15/06/2025,23/02/2026,120,Local,Small Truck,No,No,25/06/2025,Yes
8113B223-7371-4369-8363,19/06/2025,28/10/2025,150,Local,Small Truck,Yes,No,29/06/2025,No
2EA937C3-70E4-4DAC-8B25,18/06/2025,10/10/2025,120,Intercity,Medium Truck,Yes,Yes,28/06/2025,Yes
C06852D6-6C32-4D41-8C13,20/06/2025,07/04/2027,120,Interstate,Big Truck,Yes,Yes,28/06/2025,No
30306817-B9FF-410D-B1F8,20/06/2025,06/05/2027,80,Intercity,Medium Truck,No,No,25/06/2025,Yes
E5F8FA47-DE87-484E-A918,16/06/2025,18/02/2027,100,Interstate,Big Truck,Yes,No,27/06/2025,No
4DD47FD0-F6F0-4B5C-8581,21/06/2025,27/05/2027,150,Local,Small Truck,Yes,No,27/06/2025,Yes
9730924B-B8E3-45D4-B665,21/06/2025,06/01/2027,60,Intercity,Medium Truck,No,No,27/06/2025,No
BB3A89EB-D75E-4BF5-9C62,20/06/2025,18/09/2026,80,Local,Small Truck,Yes,No,23/06/2025,No
37EB355A-DAA8-4EB5-AC01,20/06/2025,18/11/2025,100,Interstate,Big Truck,Yes,Yes,25/06/2025,No
B20A15D6-C5AC-4219-9388,21/06/2025,03/02/2026,100,Interstate,Big Truck,No,Yes,26/06/2025,Yes
64B75247-2D95-4428-B549,19/06/2025,26/06/2026,150,Local,Small Truck,Yes,Yes,28/06/2025,No
DA8B1330-2668-4341-9601,18/06/2025,30/05/2026,120,Local,Small Truck,Yes,Yes,29/06/2025,Yes
CE9C8A95-6BEF-4C0C-B163,18/06/2025,02/11/2026,120,Intercity,Medium Truck,No,No,24/06/2025,Yes
2F27141C-3B6C-42D4-B5FE,19/06/2025,29/01/2026,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,Yes
EBFF1B46-DDBE-4314-95F1,17/06/2025,23/12/2025,120,Local,Small Truck,Yes,Yes,26/06/2025,No
0B2A6CAD-FD79-433E-89ED,21/06/2025,08/03/2027,120,Local,Small Truck,Yes,No,24/06/2025,Yes
3A40FFEB-F485-4743-9F06,16/06/2025,17/04/2027,100,Local,Small Truck,Yes,No,29/06/2025,Yes
F4A28217-D9F4-4D0A-AB7B,19/06/2025,17/03/2027,100,Local,Small Truck,Yes,No,24/06/2025,No
0457B24F-190F-45E5-B75F,18/06/2025,11/03/2026,150,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
51057EF8-6FF1-4478-9B45,18/06/2025,22/11/2025,150,Local,Small Truck,No,Yes,29/06/2025,No
49A1326C-620B-4E28-83B3,20/06/2025,06/11/2025,100,Interstate,Big Truck,No,Yes,24/06/2025,No
9351A0DF-1C12-46F1-9F64,15/06/2025,17/01/2027,150,Local,Small Truck,Yes,Yes,24/06/2025,No
338F3D97-578C-49AF-9DD0,21/06/2025,11/07/2026,120,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
6ABAE405-A823-4B81-971D,15/06/2025,24/11/2025,60,Interstate,Big Truck,Yes,Yes,23/06/2025,No
73222E69-18B8-4199-AE12,19/06/2025,14/04/2026,100,Local,Small Truck,No,No,26/06/2025,Yes
D6357B4C-D8B2-4C47-9F9D,19/06/2025,17/03/2026,100,Interstate,Big Truck,No,No,24/06/2025,Yes
2E0EE7C7-83EF-41C1-99B7,20/06/2025,21/11/2026,100,Local,Small Truck,Yes,No,27/06/2025,Yes
18F78B1E-14F9-451F-BF6F,17/06/2025,20/01/2027,150,Intercity,Medium Truck,No,No,26/06/2025,No
7149C8B5-38BA-4373-A2CB,16/06/2025,17/02/2027,100,Local,Small Truck,No,Yes,28/06/2025,Yes
9184842F-78FC-45DA-BFD1,19/06/2025,18/04/2026,80,Local,Small Truck,No,No,23/06/2025,No
850538DB-7256-4A97-9C46,15/06/2025,19/01/2027,100,Local,Small Truck,Yes,Yes,24/06/2025,No
D521EFBF-4AD8-40DF-AFD6,17/06/2025,29/10/2026,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,No
E4112855-F050-4032-B5EA,17/06/2025,06/05/2027,80,Interstate,Big Truck,Yes,No,27/06/2025,Yes
D018E8CA-239F-456B-8880,19/06/2025,12/04/2026,150,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
0245A9C3-DF55-45EB-BDCE,17/06/2025,02/09/2026,120,Intercity,Medium Truck,Yes,No,25/06/2025,No
D5F72B18-3A26-457C-A054,20/06/2025,06/09/2025,80,Interstate,Big Truck,No,No,24/06/2025,Yes
93CE3D67-2AA7-4610-ABA9,16/06/2025,15/09/2025,100,Intercity,Medium Truck,No,No,25/06/2025,Yes
92EC740B-ACC0-42DA-B0AF,16/06/2025,05/12/2026,120,Local,Small Truck,Yes,Yes,26/06/2025,No
2FA6E38C-CE4D-452E-9FA8,20/06/2025,25/03/2027,120,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
AFD4D6EC-C978-425E-B7CE,19/06/2025,10/09/2026,80,Local,Small Truck,Yes,Yes,23/06/2025,No
66FF5C96-A35A-4322-BC72,19/06/2025,23/11/2026,80,Interstate,Big Truck,Yes,No,29/06/2025,No
327A331A-AFA6-41CD-8E23,19/06/2025,24/11/2026,120,Intercity,Medium Truck,No,No,29/06/2025,Yes
F8A67020-C28C-4867-8132,19/06/2025,02/05/2026,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
0159BB5E-605C-4BFD-8D22,16/06/2025,26/08/2026,120,Local,Small Truck,No,No,26/06/2025,Yes
FB65EF38-50F2-43D2-ACD1,16/06/2025,14/06/2026,120,Intercity,Medium Truck,No,Yes,24/06/2025,Yes
50A69539-7CA6-4D81-8C3C,19/06/2025,18/09/2025,100,Intercity,Medium Truck,No,Yes,26/06/2025,No
2DFCD0B9-C0CA-4A7C-AC23,16/06/2025,28/02/2027,150,Interstate,Big Truck,Yes,Yes,25/06/2025,No
24D3ACAD-0CC5-4980-90E6,15/06/2025,09/10/2025,150,Interstate,Big Truck,No,Yes,26/06/2025,No
1BD5809E-5D46-4518-A54C,19/06/2025,05/06/2027,80,Local,Small Truck,No,No,25/06/2025,No
0EF211B0-4073-472E-9536,16/06/2025,16/03/2027,150,Local,Small Truck,Yes,No,28/06/2025,No
230DF6C0-D58E-4E96-BD25,17/06/2025,28/11/2025,150,Interstate,Big Truck,No,Yes,28/06/2025,No
B0404057-4731-4F6B-A9FF,19/06/2025,19/10/2025,100,Local,Small Truck,Yes,Yes,26/06/2025,Yes
44BDDF62-A84E-45F6-B021,16/06/2025,02/08/2026,60,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
7194372B-3D10-4B8A-A278,20/06/2025,07/03/2026,120,Intercity,Medium Truck,Yes,No,24/06/2025,No
E8F7DA64-88B0-48C0-ACEC,20/06/2025,16/11/2026,100,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
E5E106AD-C89E-4995-8FBA,20/06/2025,22/11/2026,100,Local,Small Truck,No,Yes,23/06/2025,No
5D9FF07E-EC51-4193-9307,16/06/2025,05/02/2026,100,Intercity,Medium Truck,No,No,24/06/2025,Yes
82A4F083-3A6C-4EAB-975E,21/06/2025,07/02/2026,80,Interstate,Big Truck,Yes,No,25/06/2025,No
8ABAAC2A-1ACB-4428-8D15,21/06/2025,12/11/2025,100,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
4D6C773A-ACCA-4249-B99A,18/06/2025,31/05/2026,120,Interstate,Big Truck,Yes,Yes,29/06/2025,No
6832E8FE-5476-4E66-9E5B,16/06/2025,15/12/2025,100,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
3C5BBEB7-20C3-4BF2-BD86,16/06/2025,16/09/2026,80,Local,Small Truck,No,No,28/06/2025,Yes
57920217-C05E-4535-ACDC,19/06/2025,13/02/2027,100,Local,Small Truck,Yes,No,29/06/2025,Yes
14D709FA-59AC-46C6-AB79,16/06/2025,25/02/2026,100,Interstate,Big Truck,No,Yes,23/06/2025,No
F5052F21-B39D-4CB6-BEED,16/06/2025,06/05/2027,80,Intercity,Medium Truck,No,No,25/06/2025,No
5F3190B6-8DF9-45EB-9C7B,17/06/2025,15/11/2026,60,Interstate,Big Truck,Yes,Yes,25/06/2025,No
BD8676A8-55AA-48C1-ADDE,15/06/2025,10/12/2026,100,Interstate,Big Truck,No,No,23/06/2025,Yes
44144365-F39A-4890-BDEF,21/06/2025,23/11/2026,60,Local,Small Truck,Yes,No,27/06/2025,Yes
9B78FFBB-57C1-4F78-81C1,15/06/2025,20/05/2026,150,Local,Small Truck,No,No,27/06/2025,No
C74D8AD0-62D1-467F-842F,18/06/2025,21/04/2026,150,Intercity,Medium Truck,Yes,No,26/06/2025,Yes
88FEB59D-E9B6-4D4F-8279,21/06/2025,01/09/2025,80,Local,Small Truck,Yes,Yes,23/06/2025,No
B15FBF3B-7C49-4CC0-8A5B,18/06/2025,25/09/2025,100,Local,Small Truck,No,Yes,29/06/2025,No
66D91646-6A0A-4AF6-A0EF,17/06/2025,09/10/2025,100,Interstate,Big Truck,No,No,24/06/2025,Yes
F183EFC5-23AE-4B01-8C0C,16/06/2025,28/02/2026,100,Intercity,Medium Truck,No,No,23/06/2025,No
B7027ED9-A9B8-4FA8-9C8B,17/06/2025,10/11/2026,100,Intercity,Medium Truck,Yes,No,26/06/2025,Yes
CA68CE5B-BDC3-4DAD-B191,19/06/2025,07/02/2027,80,Interstate,Big Truck,Yes,Yes,24/06/2025,No
CAC88B71-16AB-4EBB-9397,15/06/2025,07/02/2027,100,Interstate,Big Truck,No,Yes,24/06/2025,Yes
2E7DBDA4-BF65-4267-98B2,19/06/2025,07/06/2027,100,Intercity,Medium Truck,Yes,No,27/06/2025,Yes
3E9EEA72-3B4A-4CFC-8AA4,16/06/2025,11/03/2026,80,Local,Small Truck,No,No,27/06/2025,Yes
156B7F2C-D6D8-44E4-9DF3,17/06/2025,23/11/2026,60,Interstate,Big Truck,Yes,No,29/06/2025,Yes
3BAC3D00-16AC-41E3-8B32,18/06/2025,13/03/2027,150,Interstate,Big Truck,No,No,25/06/2025,Yes
11CC0C73-938F-4CE9-A313,20/06/2025,02/05/2026,120,Intercity,Medium Truck,Yes,No,29/06/2025,Yes
B1461ACF-979B-47A0-859D,16/06/2025,22/10/2026,150,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
921B0141-40B6-4C67-8F1B,19/06/2025,23/11/2026,80,Interstate,Big Truck,No,No,26/06/2025,Yes
8E0D4EF1-E74A-40E9-B316,21/06/2025,28/06/2026,100,Intercity,Medium Truck,Yes,No,29/06/2025,No
71E4C997-FF01-4555-8299,17/06/2025,31/03/2027,60,Intercity,Medium Truck,No,No,25/06/2025,No
4E672FB1-8EC9-439D-9E34,16/06/2025,03/02/2026,60,Local,Small Truck,No,No,27/06/2025,Yes
5F4E8DE2-EC32-4600-8D49,17/06/2025,07/12/2026,120,Local,Small Truck,No,Yes,23/06/2025,No
187FEBC1-B0FE-43E4-B27B,17/06/2025,04/12/2025,120,Local,Small Truck,Yes,Yes,27/06/2025,Yes
CD3D85B8-AE98-47A8-912E,15/06/2025,03/06/2026,80,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
666E32DB-D0E9-48FD-8EFD,21/06/2025,19/08/2026,150,Interstate,Big Truck,Yes,No,25/06/2025,Yes
C8EC35A7-4175-4FE4-AB0D,21/06/2025,15/04/2026,80,Interstate,Big Truck,Yes,No,25/06/2025,Yes
E775F421-4551-4C32-A2D1,20/06/2025,17/02/2026,80,Intercity,Medium Truck,No,No,27/06/2025,No
1E6EFFAC-E400-423D-A787,16/06/2025,31/03/2026,100,Interstate,Big Truck,No,Yes,27/06/2025,No
614DE666-D3DC-46EA-9655,19/06/2025,30/04/2027,80,Interstate,Big Truck,Yes,Yes,29/06/2025,Yes
